площадь,цена,этаж,кол-во_комнат
110,8048201,17,5
77,5229669,19,5
132,2433241,11,3
70,12623710,10,3
72,11460448,4,4
131,14008995,14,4
145,4904855,24,5
89,4989547,3,1
74,3757628,5,2
38,19582595,5,1
140,4650262,11,2
84,16211137,15,5
139,6866147,20,1
98,4697249,13,2
71,9480695,17,4
139,11460148,7,5
72,3097271,8,4
61,18366267,11,5
143,6687399,8,2
23,5867366,15,4
23,8820947,20,5
49,12614328,21,1
117,5782473,16,1
33,5363521,13,4
93,14349114,24,4
63,19904121,6,4
70,6413987,5,1
85,8236475,5,2
57,3750290,10,4
21,19222071,1,2
84,9516734,12,5
41,9935802,17,5
54,7489736,14,5
31,18233451,12,3
142,19638656,15,3
113,16506462,13,1
109,2782616,13,1
45,10926158,2,4
44,3707317,11,2
90,13686127,7,1
27,6672014,2,2
147,6066549,4,1
92,15227389,2,3
46,18160587,1,3
148,3026717,3,2
123,19280546,14,5
29,3049816,22,2
145,15505874,7,2
108,1170263,2,5
85,1899623,3,4
112,12263190,3,4
28,2370058,21,3
133,13783300,22,4
128,1494721,22,3
57,18064895,19,4
116,14740374,12,2
79,7617238,10,1
118,13805777,6,5
128,2546196,1,5
127,11191561,18,1
58,2301152,11,3
48,2905708,4,2
117,5103844,24,5
42,13060759,22,4
23,12369894,3,2
120,2608240,5,2
129,9859501,23,2
38,19854933,5,1
30,17053954,7,5
73,12383352,15,1
38,5602144,8,3
86,7005198,16,4
63,7909896,24,3
48,17504185,17,3
138,6972911,16,3
141,13902877,4,2
41,19724372,3,5
83,6387244,16,4
96,6015290,9,2
106,15124617,14,1
149,10217510,24,3
69,9890898,13,4
102,6153399,3,3
80,1170051,15,5
127,10867986,24,2
112,11743583,1,4
42,8222066,15,3
40,14935969,22,4
32,14226986,17,3
51,3320354,14,2
92,15731234,1,2
37,12271495,4,1
64,17275126,11,3
124,8549467,18,2
146,2561353,20,4
118,11900332,24,4
42,9542382,1,3
108,7189856,6,5
108,11410218,12,1
22,1021435,2,3
117,19272499,17,3
137,4931520,14,3
143,2044628,9,4
46,5487749,23,3
42,1686852,2,2
39,7218013,2,4
67,19488234,2,3
87,1792466,24,5
106,14652710,9,2
71,8737567,16,4
111,8858876,5,4
118,15762762,13,2
80,9197906,19,5
37,17540799,7,1
32,3480987,24,2
51,4065051,16,3
125,15047978,12,5
121,9263979,9,5
38,16054332,7,3
46,12054434,8,3
68,12459156,6,1
45,11212653,2,2
98,9014360,6,4
52,13162618,4,4
81,17326043,17,3
42,1450260,8,5
118,3767921,21,4
59,16574243,4,4
83,18931035,18,4
134,5517707,14,5
133,11120594,5,2
106,10420025,5,2
20,15588967,17,3
34,12519686,18,1
30,16848641,18,4
135,6903847,13,4
78,4777555,3,5
105,14002713,22,2
71,11974220,8,4
32,3649937,23,3
126,3498770,3,4
47,4066598,17,5
37,11495608,24,4
27,8189525,6,5
90,11049722,20,4
111,16393388,4,3
76,3554148,6,5
66,5722007,21,5
76,15862801,15,2
89,18234437,17,4
44,5931472,4,1
22,14687543,17,1
145,13162181,11,4
141,19685419,13,5
145,15759556,16,1
149,3600700,24,1
70,16996885,7,1
107,15879675,4,3
131,18332864,5,5
44,1140293,13,1
125,14842815,15,1
77,18541754,8,4
132,11001403,1,5
51,17703266,12,4
97,4617698,12,4
117,9945188,18,4
114,15406563,18,2
144,9073255,4,2
22,12032904,16,2
73,18778452,24,5
74,3274487,24,3
28,9736574,6,2
107,10731118,13,1
53,8248578,10,3
132,17844959,3,4
93,7116247,9,4
29,14013130,12,2
111,8397783,24,1
56,14205038,8,1
44,14321474,10,3
114,14284372,13,4
134,6658891,18,5
68,2749883,20,5
122,18420789,14,2
67,9072065,16,1
145,17118855,4,5
141,18271070,14,1
123,13624111,22,4
96,18119883,13,1
149,7775512,23,3
26,11932832,23,3
111,14072683,11,2
138,2148749,20,1
34,17875936,3,2
84,16574739,6,3
117,7427037,14,2
30,14043901,13,4
135,7089122,3,2
95,9938751,4,1
113,10135840,13,4
140,3256943,11,1
102,12035251,12,2
123,6721407,18,1
97,14129065,23,1
66,2245806,4,4
80,6043200,6,4
52,17633268,15,5
98,18442617,12,3
108,13965259,20,1
61,2005381,7,2
121,7229831,13,4
109,12098860,4,1
51,14414172,4,2
47,18242467,5,4
60,2302400,4,2
87,14828980,12,5
41,14580319,2,1
125,13061822,19,2
113,12560482,15,1
108,4386731,7,5
107,14718144,21,5
56,3839309,7,1
105,6523158,17,5
37,2270516,11,3
123,4954378,21,4
102,17784173,8,4
47,5757623,14,3
95,14423123,24,4
144,7971336,15,3
66,8300300,1,3
135,1671869,9,2
141,3414173,2,2
145,8331138,7,1
73,15425085,8,2
66,17049204,6,5
80,15606398,5,2
120,8232852,1,2
120,19940654,15,1
59,14937815,2,4
42,19250863,10,1
35,17284287,12,2
98,17516619,18,2
20,9673658,23,1
72,18321563,8,4
144,11246179,19,5
50,11259462,20,1
112,9698914,13,5
69,17425863,10,5
128,16599748,20,4
142,9639640,9,5
83,12353901,11,3
40,15383485,22,4
147,14336318,12,5
62,6749790,11,5
57,13146418,3,4
83,8065425,21,5
66,9498899,11,2
138,9658303,20,5
94,3801072,14,2
100,4608825,24,5
30,9567814,6,3
85,13968008,4,2
103,11884366,15,5
81,12879091,23,5
111,6312491,7,4
135,5406402,11,2
138,13330792,4,5
56,16135809,21,2
22,9503557,19,1
123,3877719,12,2
114,5096880,5,5
51,5967748,1,4
62,14999763,14,3
136,19569920,1,3
24,7497374,10,1
39,4826890,10,4
49,2298683,6,4
132,16884309,24,1
144,8665753,14,2
49,18755120,2,5
148,16223250,8,4
143,14972375,16,4
116,7328015,5,5
106,8731482,11,2
30,14230326,19,1
130,13420150,17,4
102,11515201,7,1
23,6257576,8,3
97,19846376,11,4
126,5185089,12,2
91,5955564,18,1
27,15520838,2,5
82,3423947,21,2
30,2623483,4,2
27,4812864,2,2
79,19804689,12,1
36,1655314,21,3
146,2438162,21,5
110,13553287,11,2
47,11671260,20,4
71,7859142,23,3
106,7663349,2,2
88,14813914,6,3
38,6756409,21,4
132,7516376,20,2
42,12599751,2,5
39,17486236,23,5
90,4258200,8,2
92,11358219,16,3
134,16550939,21,4
39,16398341,1,5
35,15543114,11,2
97,4300779,16,5
103,7373566,22,3
32,17445798,5,2
40,9120135,9,2
55,19574779,15,2
63,10153225,6,2
103,19403704,23,3
130,19507346,2,4
32,10844698,2,2
52,5055930,21,3
141,9732825,14,5
108,7359468,18,3
54,11834333,11,3
125,2684017,7,1
41,8215650,19,4
135,3686658,24,1
31,9317921,4,2
87,10719780,8,3
142,4464512,4,5
32,17677816,14,1
77,6068560,13,5
122,3859712,10,5
46,3597312,14,2
25,6764999,9,2
57,13542413,13,2
140,3975429,1,3
112,11539604,19,1
54,4553428,9,1
31,11848641,14,5
93,7833890,21,5
99,17811509,18,4
52,13806992,22,5
88,14444349,13,4
142,11409773,13,1
66,6807709,3,1
73,10139400,17,3
126,19939394,22,4
98,4040801,11,3
26,13840927,11,1
22,12855003,4,4
72,12506493,2,2
127,1942498,21,4
146,18991646,4,3
37,17180532,20,2
26,19638598,17,3
75,17511477,22,3
115,16498553,7,1
54,17805705,13,5
140,10944549,11,4
126,8475502,24,2
124,15677114,22,4
131,7565195,9,5
30,9016407,11,2
139,3415227,6,1
78,17291834,22,2
110,4228227,19,2
98,5061887,14,4
102,17827519,6,2
66,14224845,6,4
128,18825073,23,4
29,3949841,2,3
108,11726457,19,5
131,13500763,5,3
134,9478226,21,2
105,7173139,9,3
120,18276947,17,4
33,19336811,9,4
60,18033414,22,4
37,14647077,12,4
33,17206736,22,1
124,3814131,14,2
101,16373568,16,5
114,10493913,14,5
147,16326029,21,4
52,9622800,7,2
21,9311099,14,5
22,13926020,16,2
90,4743541,14,2
50,7684218,2,1
96,12774927,24,3
138,9968670,3,2
78,16853743,15,1
122,4724228,16,2
134,2645876,21,1
79,14229937,17,1
27,11783621,16,5
21,14040953,23,2
130,18118231,15,5
83,13265060,6,5
56,17167252,16,3
33,5817609,22,2
40,16988456,17,3
71,11768168,20,1
143,18216245,17,2
62,7233932,13,5
132,1505642,13,3
126,11299068,16,3
52,17841616,13,3
107,17481663,18,3
97,6898175,14,4
95,17500405,17,5
148,7255132,7,2
95,5772452,8,4
110,5186648,17,2
95,3437047,9,5
131,16002406,8,2
40,7892079,7,5
69,14579700,10,4
93,19540902,3,4
144,5077464,7,5
83,6220769,2,5
40,12955278,11,1
32,3542638,15,4
105,19209981,5,4
25,15425842,20,1
50,16101910,3,5
66,15239075,1,2
138,11948240,16,2
142,3594876,20,3
136,10383012,23,4
32,5089176,14,5
86,4226290,7,4
114,8655344,16,4
149,7255054,24,2
127,17865611,19,5
121,19796356,3,3
63,19500649,21,1
48,14278774,1,2
148,3634800,2,4
86,15230568,10,1
127,5561850,16,2
43,11657791,2,2
102,17312009,16,2
93,9758307,16,2
139,6458024,5,4
86,18257048,22,5
142,9408756,17,4
78,7104706,2,1
56,3092381,16,4
48,10293976,13,2
50,17859223,6,2
77,13553948,10,3
20,16353036,10,4
132,6294437,7,2
38,9832245,19,1
45,9389722,1,4
83,6867970,20,2
123,6521325,10,3
128,4726897,18,2
28,5798200,9,1
130,9213373,15,2
73,7580497,23,5
97,8895168,6,1
71,4477313,8,3
33,8433302,10,4
69,9696293,9,1
136,7088612,5,1
67,3038177,20,4
71,5026614,15,1
90,7663807,12,3
82,9956746,11,5
138,18929672,6,3
149,12215429,5,4
110,18596149,19,5
145,8787509,18,1
86,8830202,17,4
88,6945806,4,4
124,15115298,22,2
79,4325911,3,2
49,1675053,12,1
128,8695656,11,4
86,4366185,3,3
55,5736108,15,2
48,5110920,13,1
32,15156208,8,4
39,4131345,22,3
83,11500197,18,2
90,2189775,7,5
141,11207816,24,5
108,18682221,20,5
26,7590927,9,2
46,7382012,1,4
130,17181760,8,3
46,6906640,19,2
89,19158076,6,2
56,18011868,7,3
116,12203476,2,2
26,18228726,2,2
91,6739545,9,3
77,8142581,9,2
20,15794912,13,3
33,19452485,3,3
74,11446339,7,1
81,15972413,14,2
133,10450591,22,1
67,19753821,13,3
128,6250566,19,4
39,18082916,19,3
50,5224177,11,4
86,10095670,15,5
71,7856764,10,1
122,5276429,8,4
29,13900315,2,2
109,3228836,16,3
23,12556465,22,2
36,13647594,4,3
35,11579531,20,2
25,17794971,7,3
81,9116689,4,1
27,4084460,9,3
99,10124071,6,4
58,7724190,12,1
79,7201088,2,4
57,15719604,20,2
63,15378754,3,3
59,17494491,1,4
110,4629875,2,2
23,10874522,10,4
86,10510153,16,5
83,3021552,14,3
66,1280984,13,1
98,3690448,2,3
73,9974234,4,1
88,11827846,14,1
119,19599720,23,3
115,14212228,13,4
112,1117618,8,1
98,14839263,5,2
133,7322613,17,1
76,16064004,24,5
62,15667461,9,3
56,7517819,1,3
138,18184294,8,1
138,6319270,11,2
114,4540692,10,2
33,16777391,23,4
110,7395766,8,2
96,12936862,18,1
47,10042630,1,5
97,18599391,21,1
20,6310752,19,5
43,19999753,21,2
131,10720956,1,3
119,8541651,24,1
130,16635264,1,2
88,13196925,17,2
35,1953046,5,3
148,16832615,20,1
138,18991574,8,5
91,6996940,12,4
25,4713512,21,2
116,5745478,22,1
90,8719237,13,3
51,15950801,9,5
91,9087853,22,4
118,1987603,9,4
46,5767687,13,3
148,8479346,7,2
79,10217489,10,5
40,16845491,23,5
84,12789687,21,5
109,5356162,9,4
44,3290151,7,2
127,9562680,12,3
20,18314821,4,3
95,6561108,22,4
104,19999822,23,3
94,6215665,20,3
84,1465026,8,2
124,4618373,10,5
90,10998831,9,3
145,1267422,17,5
72,13221023,8,2
108,2087641,23,2
70,2908562,17,2
72,19499422,22,3
35,10615460,12,5
117,4847319,18,4
125,17926685,22,3
42,10775640,4,5
124,17670454,6,5
46,14094408,8,5
124,7100126,15,5
113,17957326,14,4
60,15442995,21,4
32,3280061,21,4
23,1554438,10,5
148,13243688,18,3
116,15084199,3,3
116,16759846,16,4
60,19336633,7,5
88,3130011,6,4
69,8231655,3,4
69,18864952,15,5
136,12496710,16,1
21,1988475,10,5
68,1657794,12,1
69,11562956,7,1
58,3605109,5,3
40,18739508,19,2
47,19096031,14,1
116,19904632,22,3
145,1525034,9,3
41,5147823,3,3
133,2090360,5,1
56,13025958,6,3
96,3800113,7,5
59,13471211,18,2
68,10872220,13,2
102,3651448,14,2
58,14187200,24,4
23,9914001,5,2
60,1359215,18,4
43,10254321,8,3
28,5224451,13,4
128,10773964,13,2
146,11494640,19,2
127,16544744,4,1
147,9862339,13,2
79,5673847,19,2
45,1408034,7,1
137,13052206,14,2
32,14601057,4,1
117,1602819,2,5
87,6878946,17,1
30,18571510,11,5
45,6890673,5,2
48,11046476,18,2
104,18059359,22,1
79,18871909,3,1
96,7640255,3,2
64,6726476,9,3
48,19934693,11,3
39,7821910,14,2
76,17807827,7,2
95,14892222,16,5
32,9572326,12,1
49,9203301,23,2
58,1677863,7,5
52,3400278,10,2
134,6561276,12,3
46,17327920,21,2
47,13830358,6,2
145,11493360,24,4
78,19350074,9,2
125,17661578,10,5
54,9370318,16,5
140,19157111,9,2
99,14097477,13,5
133,12055889,18,4
49,4795849,10,4
108,9593316,2,2
44,17892299,22,1
104,4776305,21,3
72,2129254,24,1
71,19919827,21,3
146,17313464,2,2
78,18639900,5,5
127,10068682,13,5
28,3171892,21,2
34,6789111,6,4
31,3257743,14,5
92,14528551,1,4
67,5274718,11,3
56,10544326,11,5
89,12925988,14,5
29,18380292,14,2
43,15216785,13,5
68,8069621,21,3
49,9197826,24,2
127,9575734,7,4
127,4180639,21,4
123,15285866,13,4
84,6569335,14,3
143,15793160,13,3
53,14770183,22,3
114,4965033,21,5
76,7506990,7,3
64,18605123,24,1
95,12759372,4,1
43,1923811,23,5
42,17832010,18,3
46,8628835,20,2
118,16912374,18,4
146,3436607,19,5
124,10809103,18,4
124,13649732,11,3
64,15332942,16,3
38,8915259,18,2
45,10426775,11,2
109,1963782,14,1
125,11846309,17,1
134,18111328,10,3
129,5244108,21,4
84,17357031,5,3
107,11055699,5,3
33,1525434,20,5
57,14788889,22,1
102,13503558,3,2
116,16300640,1,5
55,5601627,3,5
146,8739060,13,3
118,6803121,8,4
116,5340746,16,3
85,19396986,11,1
37,18762471,11,2
30,14093181,20,3
87,10188140,1,5
129,11660632,11,2
52,2869474,11,5
146,7874609,11,3
39,3945874,12,1
102,18118151,23,4
88,16723175,1,5
53,1077251,6,5
62,9281131,5,2
41,6903460,22,2
106,19859326,4,4
129,11201115,11,5
32,3866623,4,3
34,16995062,3,3
33,1035446,1,5
45,16126744,1,1
95,6981755,2,5
84,6038753,13,1
110,15263634,11,1
126,4043123,3,4
133,5613241,12,1
90,18256287,24,2
90,16149265,23,3
100,3023539,7,3
78,18043793,13,2
96,18257207,12,1
145,9963759,17,4
73,8401291,22,2
56,15042647,20,1
31,6509766,20,2
86,5784491,14,2
110,18552016,18,4
102,7037605,9,2
129,18554124,12,1
89,1859358,15,4
103,4292252,14,1
112,12498792,2,1
69,13385710,3,3
133,5330681,13,1
144,3810535,13,2
115,15854974,13,5
126,13203040,9,3
82,9718244,20,4
36,12601147,1,2
83,5719428,14,1
140,13118494,12,5
62,6549102,23,5
51,8509652,11,4
30,13696058,21,3
62,4848782,7,2
127,4494225,1,2
99,14136324,11,3
53,2031401,1,5
73,12806140,1,4
124,17872880,4,5
97,15086853,24,1
57,11637924,17,2
104,4106940,16,3
107,16260126,1,2
97,4580303,16,4
42,13104481,6,5
29,6918603,18,2
114,15701459,12,4
129,4236809,16,2
135,13532136,12,3
60,17405222,11,5
149,3085486,6,1
106,5818643,6,2
91,17341245,17,4
134,16307200,23,5
137,2445367,18,1
94,13670357,13,2
22,9058443,11,5
99,16568689,17,1
117,3885832,11,3
64,9558899,10,1
61,17861552,13,2
133,2795933,19,4
21,16333770,15,2
20,19477483,4,2
75,7383197,11,1
116,2792754,14,2
134,6721555,10,5
132,12672305,16,5
121,12010727,12,1
107,18769653,3,4
135,9819444,17,3
50,4197866,12,2
138,19119213,11,3
56,13356879,23,3
129,7297629,17,5
34,4949072,20,2
54,10120470,22,2
81,14353595,17,1
27,16843667,16,1
87,8542751,12,2
113,18380085,13,2
73,18665795,24,3
30,13691685,1,1
33,6637334,3,2
20,5706018,16,2
91,11977439,18,5
139,11415626,10,2
137,9433319,4,2
112,15006230,10,5
57,17112748,23,5
143,10448964,15,3
115,8534046,19,1
83,8492060,20,1
108,8058027,14,3
137,17708619,1,5
142,12606158,13,5
44,17325261,16,5
90,10408497,5,1
123,14582755,12,5
46,18916799,19,4
50,11662231,20,4
119,4509650,19,1
35,10343305,8,4
119,3620467,4,3
131,12939099,9,2
111,18393130,20,2
114,9898645,9,3
94,15502171,15,3
110,1812659,13,1
114,13405322,15,3
52,9828617,19,4
149,18056460,14,4
56,2310510,21,1
134,9822168,24,1
105,16465233,23,4
80,11758672,5,2
44,18714769,1,3
126,11235932,12,3
129,11919916,16,2
101,10508580,14,3
114,16743738,9,3
74,17800958,4,2
29,8627115,22,3
76,17863440,1,4
145,17041917,12,3
87,14896366,7,4
43,4837277,6,3
89,8366128,1,3
51,19049812,12,2
86,2847472,23,1
37,4027018,15,2
140,6405797,4,3
57,12207339,20,3
36,13873223,18,4
79,1806080,9,1
147,5375715,21,3
125,9573663,5,1
147,6211288,12,5
108,9974300,5,2
121,17306276,10,4
122,3328714,3,3
50,16462985,22,3
35,11056737,22,4
94,3159827,20,4
132,15843411,20,1
64,12930721,7,2
115,2614341,8,3
101,10656068,2,4
38,17822090,7,2
120,9055985,19,5
39,19220091,21,5
58,1488900,23,2
118,18499574,16,4
133,18075179,18,2
94,12977932,20,5
138,8773699,17,4
59,4226437,13,3
123,10912804,12,5
127,14922967,12,2
138,12849006,18,4
82,6167623,5,1
85,5336183,7,3
83,17017596,19,4
121,14086496,9,1
62,18597755,3,1
113,17730898,16,1
96,9426547,1,4
114,18275030,18,5
72,16034483,19,4
67,14803619,3,4
26,5028000,17,5
136,9140873,23,5
134,19499936,15,4
126,13451932,14,2
50,9303739,19,4
87,10477145,21,5
63,13478784,12,3
61,12976224,15,4
31,2844389,20,4
58,12538976,18,2
112,13954451,19,4
22,18405386,1,2
57,17797363,19,5
101,9498486,14,4
50,15910753,4,1
41,19667706,3,1
137,8808726,15,5
141,14462539,20,5
95,8192233,11,2
100,17796454,2,4
72,5443501,10,1
20,13758969,2,1
55,2888793,8,1
78,14148554,8,2
75,1448348,9,3
44,6075175,23,4
97,17921597,21,2
124,14953895,20,1
69,2531656,18,4
24,9436720,22,1
138,18513956,10,2
118,6721883,16,4
115,19369264,6,1
140,19977250,2,5
104,7854043,15,3
128,16987646,3,4
31,13989817,2,3
138,13456294,11,5
119,10922050,2,2
71,14109810,5,2
149,1821566,2,2
139,15844549,17,3
41,4787591,18,1
56,2266375,7,1
45,13169531,5,4
101,10436891,10,4
36,11768547,10,1
21,10716869,23,3
68,16720278,22,2
107,9510116,12,3
71,2740955,21,5
55,12768302,12,4
41,8505847,23,1
105,17219735,22,5
22,4246086,21,1
135,12354683,1,4
88,4864367,16,4
85,19343376,5,2
101,8976982,12,3
106,18155106,1,5
120,17312678,4,2
82,17117099,6,2
135,3370360,7,5
87,13894682,5,5
52,10555011,2,3
147,5572467,13,3
146,13217089,17,1
98,10134979,15,2
83,5159518,17,4
32,9842334,23,4
50,11343383,13,4
140,13204428,16,4
100,11436058,24,3
28,1121373,14,3
97,18489961,17,1
96,17282483,21,4
134,10661356,3,5
128,13723168,10,3
96,2088814,5,4
89,1001038,23,1
29,8609677,11,2
135,6564665,23,5
26,17286735,19,2
46,3943386,17,2
148,1214504,18,5
39,4569076,9,2
134,10453586,15,1
76,14751253,19,3
83,4676936,4,4
30,4512756,8,1
96,1134187,17,4
30,16084967,15,5
130,1576366,7,2
21,13137373,11,4
89,8833208,7,1
123,5976001,6,4
61,6971318,21,4
37,15663959,21,2
121,16196778,4,2
33,15168888,20,3
46,13568021,7,4
72,9155658,10,5
103,5850262,16,2
142,3647043,22,3
114,1815495,11,4
117,17974372,15,5
79,11086980,20,1
67,12620541,13,3
133,15020864,14,4
143,8761369,17,1
88,17803857,8,2
136,9549166,9,2
85,5430819,8,4
94,8050564,13,3
95,14026794,11,2
106,6673807,19,3
89,8737779,12,2
113,16051361,21,1
47,4009541,6,3
79,1070863,21,1
90,18057988,13,3
98,16988167,5,4
29,3306175,8,1
125,9018242,11,4
77,1449006,22,3
45,17956998,21,3
98,10378742,17,2
35,19026221,7,2
111,12471308,7,5
117,19291461,13,2
84,7554755,18,1
55,17438229,10,1
45,6475073,23,3
98,4944096,23,1
126,8336361,6,3
133,19837764,9,5
92,12412518,5,2
139,12166489,13,5
106,7241543,11,4
62,1598875,21,3
40,13038157,3,5
119,3286418,8,2
126,7078431,9,5
29,15699149,16,1
110,15613396,8,3
81,13864724,4,2
129,11342863,24,3
106,6318735,12,3
125,13116257,1,2
36,1576114,1,1
63,13005416,19,1
129,19086904,5,4
59,16284949,22,1
74,1681876,15,2
52,12067049,8,4
77,11922031,21,3
124,16797919,23,3
133,9254420,12,4
26,4779690,14,4
106,17770480,23,2
116,2315736,4,1
58,1120519,12,2
48,7186571,5,2
67,2004859,20,1
74,7225097,6,5
33,15191531,15,5
39,14581575,8,2
41,8353433,14,5
60,2340155,22,1
75,17768550,8,1
33,12065815,14,3
85,6121418,20,1
71,14497289,13,3
147,8232437,6,1
38,11358102,16,5
46,8033801,19,1
33,8377748,19,2
91,7067404,23,2
27,16002207,23,5
20,11013662,4,1
75,14715547,22,2
60,5276513,14,4
140,9187781,5,1
106,7861077,14,5
72,13117809,18,4
61,1866569,13,4
104,3840626,7,5
119,14546907,8,1
49,19030105,2,3
51,1182660,10,4
124,5884560,16,1
32,13219317,4,3
47,3791333,5,3
142,7464435,23,4
43,9405158,3,1
27,14564463,13,5
115,16679048,19,3
128,9984232,2,3
74,15606433,11,5
78,6251781,18,1
149,1924557,15,3
77,7259730,3,5
29,14622285,3,5
144,1751740,6,5
71,15954537,10,2
50,16973902,19,2
143,17336063,19,2
53,6744624,22,4
149,13588365,10,1
141,2361225,22,5
79,4749157,7,3
112,16581510,22,1
137,12565314,20,5
100,10726776,3,5
21,16747635,16,5
58,10552340,8,4
22,12363021,8,2
107,6039675,16,1
23,11430025,8,2
46,13280401,1,5
148,3707457,24,2
63,3700938,3,1
126,7540222,1,3
46,11936981,15,3
85,16901207,14,2
70,18970709,1,1
114,17240170,9,5
83,2275014,24,1
105,2191206,11,4
71,9806258,18,5
53,6588760,1,5
39,1166490,8,3
129,3090231,6,2
48,9196979,6,5
100,18660825,4,3
72,3106893,17,5
87,16531717,4,4
49,18119057,19,2
111,3186612,22,2
78,9301857,1,2
95,14170304,13,4
65,15954995,5,4
30,11458282,10,4
86,12167022,17,1
46,17501259,14,4
125,13196833,14,1
120,1914299,17,4
124,17701299,4,4
44,15851023,8,4
146,19255067,24,3
123,3303306,16,2
48,10314549,15,4
65,10023966,10,5
133,13046907,13,1
54,15464836,13,2
21,7404471,15,2
79,9011837,22,5
127,6884243,9,3
74,1082879,13,2
54,3263713,6,3
149,8233588,3,5
25,15153769,2,2
94,14712094,23,5
89,17383889,17,3
76,7635321,19,3
77,18732881,17,3
124,11648866,8,1
124,16622205,5,5
90,11895592,11,1
148,6734219,17,3
71,10560139,3,4
104,18752405,12,2
30,9344041,15,4
29,12307312,2,3
97,5921021,17,2
73,13403993,15,1
46,9810056,12,4
111,6255064,1,1
94,15250032,7,4
43,4874171,10,2
70,2035876,20,3
38,13145157,21,5
59,6401879,1,5
146,16991694,12,5
131,7522159,6,3
93,14094451,6,3
119,5234503,11,2
84,6194768,24,5
101,9763787,21,4
105,18329267,21,2
109,13779673,3,2
140,10839247,2,1
37,19668543,14,5
37,5830342,14,4
68,19702052,13,2
87,11925827,2,3
76,3969860,14,2
99,17887311,19,2
77,5326299,5,1
146,15650316,3,2
44,3625167,8,5
70,10313304,2,1
22,5308660,8,3
41,1703173,21,5
84,3881392,1,2
137,2357893,4,4
72,10141890,3,3
121,2202997,13,3
133,1219165,3,5
68,9241303,23,1
123,6511944,7,3
113,1635344,22,5
57,18840125,24,3
101,6767450,5,5
67,10594426,4,1
23,17062397,3,1
56,14197317,24,3
30,6929575,17,3
129,2270885,18,5
118,17559676,24,3
65,15965783,23,2
131,18190668,14,4
132,12007002,8,1
62,19192557,23,2
59,5464741,12,3
93,1852069,10,3
25,8153873,19,4
40,6892288,11,2
47,18737560,6,1
43,12469161,22,2
35,4369631,21,4
39,14828737,22,3
99,16939506,5,1
27,18182715,21,5
122,13330222,1,4
84,9503467,20,2
148,16721182,15,4
60,9265596,19,1
41,4055737,18,5
29,7623638,18,3
59,7555232,16,1
23,6861841,10,4
124,17061455,5,2
117,4571790,13,4
95,13629638,4,1
61,5189727,19,1
145,13462760,23,3
137,1384451,14,2
88,14909418,15,2
32,17096051,1,4
119,9247633,13,4
87,13562023,23,3
81,17263601,24,4
55,16987172,24,4
56,19811717,19,1
40,10658942,4,3
126,10632701,11,5
84,14675092,10,2
117,2293984,14,4
117,10162425,4,2
54,17673333,14,5
41,7984567,3,1
77,12023347,5,1
21,18934589,23,4
86,9567437,8,4
88,3348264,19,1
131,18918242,20,5
104,11580563,3,4
104,12093886,7,1
118,11358292,3,3
123,15151998,6,1
53,19303991,6,5
46,8798090,20,4
115,13247376,14,2
99,12393034,5,1
70,5274270,6,4
129,17062209,3,4
135,18128687,18,1
122,6386633,9,3
43,12031315,23,1
114,8166808,1,2
131,16108639,17,3
112,17109314,15,1
24,7932892,20,1
115,1779280,23,3
110,7766331,3,2
96,17500557,19,2
115,14033432,23,4
31,1227169,5,2
66,10649770,9,2
87,1030790,14,3
133,4359606,4,2
142,14305892,10,5
82,1367720,8,4
143,15515601,5,3
37,11941191,12,3
64,19359194,10,3
68,14010328,1,4
36,16878856,21,4
57,3521933,6,2
58,5244032,8,2
72,8114803,3,2
90,11967268,9,1
91,10451020,20,5
148,3930320,5,4
86,18461543,9,4
50,13184371,6,1
63,19398584,16,5
124,8457752,3,1
135,12352414,14,1
105,14707764,3,3
20,14678147,24,4
144,19270666,18,3
131,10288845,15,5
54,9324067,10,2
48,4976759,18,3
104,6071343,11,1
31,7541858,5,5
110,3289325,14,5
28,6251404,7,3
28,3687624,20,1
135,6875948,13,5
44,1193601,19,1
39,17474445,4,5
77,12190286,2,2
29,1410366,17,5
104,18858283,7,3
52,4602752,6,2
142,13344151,19,5
106,15964464,4,2
96,2548503,11,5
102,17279894,8,2
36,12011580,17,1
119,3808290,21,1
89,3219657,14,1
106,9206535,14,1
98,16109650,18,5
86,1922656,9,3
121,15209349,1,5
43,8195013,4,2
71,15802849,14,3
120,10121531,19,5
105,7791462,11,3
144,8181106,6,2
79,18799729,23,5
107,10198680,10,4
53,4782279,14,5
79,19640367,5,3
20,17366802,18,1
94,6861541,14,5
64,8762111,7,1
47,6567156,9,5
66,1472384,13,1
126,6526963,18,3
43,10286134,14,1
105,8121146,8,4
81,14254777,16,4
38,3465186,23,3
133,12671872,2,1
142,17800042,9,2
85,12589970,20,2
61,6615608,15,5
146,15993513,23,2
115,5800827,23,2
110,15847397,18,4
57,19092582,6,4
34,15265380,23,2
27,2875334,8,5
53,11987516,5,1
143,19995975,22,3
84,8689533,23,3
50,6929748,14,2
26,13960676,23,4
104,18436701,11,1
103,11683650,12,2
124,9820618,7,2
148,1647889,13,2
101,17116000,17,1
28,17881753,1,2
110,12029713,6,1
113,15282337,20,1
28,10584709,4,4
87,10771718,8,2
120,6497825,15,4
35,17550348,7,3
58,13872899,2,3
62,7458523,9,2
40,5498353,21,3
24,15151673,9,5
83,16392008,3,5
57,7103841,23,1
79,12987830,20,4
87,18198457,8,3
